Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 7 for remote forward to localhost:8123
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://kzajg-49-43-229-224.run.pinggy-free.link
https://kzajg-49-43-229-224.run.pinggy-free.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 0, SB: 0, TC: 0, AC: 0               
RB: 0, SB: 0, TC: 0, AC: 4294967295               
RB: 0, SB: 0, TC: 1, AC: 0               
RB: 0, SB: 0, TC: 1, AC: 0               
RB: 442, SB: 16103, TC: 2, AC: 2               
RB: 442, SB: 16103, TC: 2, AC: 1               
RB: 22638, SB: 30793212, TC: 31, AC: 0               
RB: 22638, SB: 30793212, TC: 31, AC: 0               
RB: 22638, SB: 30793212, TC: 32, AC: 1               
RB: 22638, SB: 30793212, TC: 32, AC: 1               
RB: 23252, SB: 32267978, TC: 32, AC: 1               
RB: 23252, SB: 34528970, TC: 32, AC: 1               
RB: 23252, SB: 36658890, TC: 32, AC: 1               
RB: 23252, SB: 39018186, TC: 32, AC: 1               
RB: 23252, SB: 41311946, TC: 32, AC: 1               
RB: 23252, SB: 43802314, TC: 32, AC: 1               
RB: 23252, SB: 46325450, TC: 32, AC: 1               
RB: 23252, SB: 49077962, TC: 32, AC: 1               
RB: 23252, SB: 50486986, TC: 32, AC: 1               
RB: 23252, SB: 50814666, TC: 32, AC: 1               
RB: 23252, SB: 52268746, TC: 32, AC: 1               
RB: 23252, SB: 56221386, TC: 32, AC: 1               
RB: 23252, SB: 56680138, TC: 32, AC: 1               
RB: 23252, SB: 59268810, TC: 32, AC: 1               
RB: 23252, SB: 61333194, TC: 32, AC: 1               
RB: 23252, SB: 63889098, TC: 32, AC: 1               
RB: 23252, SB: 66150090, TC: 32, AC: 1               
RB: 23252, SB: 68607690, TC: 32, AC: 1               
RB: 23252, SB: 70508234, TC: 32, AC: 1               
RB: 23252, SB: 70815434, TC: 32, AC: 1               
RB: 23252, SB: 72269514, TC: 32, AC: 1               
RB: 23252, SB: 76177098, TC: 32, AC: 1               
RB: 23252, SB: 76701386, TC: 32, AC: 1               
RB: 23252, SB: 79027914, TC: 32, AC: 1               
RB: 23252, SB: 81190602, TC: 32, AC: 1               
RB: 23252, SB: 83091146, TC: 32, AC: 1               
RB: 23252, SB: 85417674, TC: 32, AC: 1               
RB: 23252, SB: 87547594, TC: 32, AC: 1               
RB: 23252, SB: 90037962, TC: 32, AC: 1               
RB: 23252, SB: 90824394, TC: 32, AC: 1               
RB: 23252, SB: 92270282, TC: 32, AC: 1               
RB: 23252, SB: 95936202, TC: 32, AC: 1               
RB: 23252, SB: 96722634, TC: 32, AC: 1               
RB: 23252, SB: 99901130, TC: 32, AC: 1               
RB: 23252, SB: 101211850, TC: 32, AC: 1               
RB: 23252, SB: 105012938, TC: 32, AC: 1               
RB: 23252, SB: 105438922, TC: 32, AC: 1               
RB: 23252, SB: 109207242, TC: 32, AC: 1               
RB: 23252, SB: 110059210, TC: 32, AC: 1               
RB: 23252, SB: 110825162, TC: 32, AC: 1               
RB: 23252, SB: 112271050, TC: 32, AC: 1               
RB: 23252, SB: 115269322, TC: 32, AC: 1               
RB: 23252, SB: 116743882, TC: 32, AC: 1               
RB: 23252, SB: 119594698, TC: 32, AC: 1               
RB: 23252, SB: 121233098, TC: 32, AC: 1               
RB: 23252, SB: 124247754, TC: 32, AC: 1               
RB: 23252, SB: 125460170, TC: 32, AC: 1               
RB: 23252, SB: 127524554, TC: 32, AC: 1               
RB: 23252, SB: 128687818, TC: 32, AC: 1               
RB: 23252, SB: 129212106, TC: 32, AC: 1               
RB: 23252, SB: 130342602, TC: 32, AC: 1               
RB: 23252, SB: 132271818, TC: 32, AC: 1               
RB: 23252, SB: 135290570, TC: 32, AC: 1               
RB: 23252, SB: 136765130, TC: 32, AC: 1               
RB: 23252, SB: 138403530, TC: 32, AC: 1               
RB: 23252, SB: 140205770, TC: 32, AC: 1               
RB: 23252, SB: 142204618, TC: 32, AC: 1               
RB: 23252, SB: 144137930, TC: 32, AC: 1               
RB: 23252, SB: 146202314, TC: 32, AC: 1               
RB: 23252, SB: 148430538, TC: 32, AC: 1               
RB: 23252, SB: 150363850, TC: 32, AC: 1               
RB: 23252, SB: 152272586, TC: 32, AC: 1               
RB: 23252, SB: 155049674, TC: 32, AC: 1               
RB: 23252, SB: 156065482, TC: 32, AC: 1               
RB: 23252, SB: 157605578, TC: 32, AC: 1               
RB: 23252, SB: 159342282, TC: 32, AC: 1               
RB: 23252, SB: 161078986, TC: 32, AC: 1               
RB: 23252, SB: 162881226, TC: 32, AC: 1               
RB: 23252, SB: 164585162, TC: 32, AC: 1               
RB: 23252, SB: 166092490, TC: 32, AC: 1               
RB: 23252, SB: 167829194, TC: 32, AC: 1               
RB: 23252, SB: 169631434, TC: 32, AC: 1               
RB: 23252, SB: 171269834, TC: 32, AC: 1               
RB: 23252, SB: 172285642, TC: 32, AC: 1               
RB: 23252, SB: 174743242, TC: 32, AC: 1               
RB: 23252, SB: 176086730, TC: 32, AC: 1               
RB: 23252, SB: 178478794, TC: 32, AC: 1               
RB: 23252, SB: 179363530, TC: 32, AC: 1               
RB: 23252, SB: 182247114, TC: 32, AC: 1               
RB: 23252, SB: 182902474, TC: 32, AC: 1               
RB: 23252, SB: 186113738, TC: 32, AC: 1               
RB: 23252, SB: 189521610, TC: 32, AC: 1               
RB: 23252, SB: 189652682, TC: 32, AC: 1               
RB: 23252, SB: 189652682, TC: 32, AC: 0               
RB: 23252, SB: 189652682, TC: 33, AC: 1               
RB: 23252, SB: 189812776, TC: 32, AC: 1               
RB: 23252, SB: 189812776, TC: 32, AC: 0               
RB: 23252, SB: 189812776, TC: 32, AC: 0               
RB: 23252, SB: 189812776, TC: 32, AC: 0               
RB: 23252, SB: 189812776, TC: 32, AC: 4294967295               
RB: 23252, SB: 189812776, TC: 33, AC: 0               
RB: 23252, SB: 189812776, TC: 33, AC: 0               
RB: 24246, SB: 189830244, TC: 34, AC: 2               
RB: 24246, SB: 189830244, TC: 34, AC: 2               
RB: 24246, SB: 189830244, TC: 34, AC: 2               
RB: 24246, SB: 189830244, TC: 34, AC: 2               
RB: 24246, SB: 189830244, TC: 34, AC: 2               
RB: 24246, SB: 189830244, TC: 34, AC: 2               
RB: 24246, SB: 189830244, TC: 34, AC: 1               
RB: 24246, SB: 189830244, TC: 35, AC: 2               
RB: 24246, SB: 189830244, TC: 35, AC: 2               
RB: 24246, SB: 189830244, TC: 35, AC: 2               
RB: 24246, SB: 189830244, TC: 35, AC: 2               
RB: 24246, SB: 189830244, TC: 35, AC: 1               
RB: 24246, SB: 189830244, TC: 36, AC: 2               
RB: 28540, SB: 190609579, TC: 38, AC: 6               
RB: 28540, SB: 190609579, TC: 38, AC: 6               
RB: 28540, SB: 190609579, TC: 38, AC: 5               
RB: 28540, SB: 190609579, TC: 39, AC: 6               
RB: 28540, SB: 190609579, TC: 39, AC: 5               
RB: 28540, SB: 190609579, TC: 40, AC: 6               
RB: 28540, SB: 192289969, TC: 38, AC: 6               
RB: 28540, SB: 192437425, TC: 38, AC: 6               
RB: 28540, SB: 192437425, TC: 38, AC: 6               
RB: 28540, SB: 192584881, TC: 39, AC: 4               
RB: 28540, SB: 192584881, TC: 39, AC: 3               
RB: 28540, SB: 192584881, TC: 40, AC: 4               
RB: 28540, SB: 192584881, TC: 40, AC: 4               
RB: 29416, SB: 192909118, TC: 39, AC: 4               
RB: 29416, SB: 193216318, TC: 39, AC: 2               
RB: 29416, SB: 193716030, TC: 39, AC: 2               
RB: 29416, SB: 194027326, TC: 39, AC: 1               
RB: 29416, SB: 194539326, TC: 39, AC: 1               
RB: 29416, SB: 194539326, TC: 39, AC: 1               
RB: 29862, SB: 195051326, TC: 40, AC: 2               
RB: 29862, SB: 195051326, TC: 40, AC: 2               
RB: 29862, SB: 195051326, TC: 40, AC: 1               
RB: 29862, SB: 195051326, TC: 41, AC: 2               
RB: 29862, SB: 195051326, TC: 41, AC: 1               
RB: 29862, SB: 195051326, TC: 42, AC: 2               
RB: 29862, SB: 195051326, TC: 42, AC: 2               
RB: 30315, SB: 195383522, TC: 41, AC: 3               
RB: 30315, SB: 195383522, TC: 41, AC: 2               
RB: 30315, SB: 195383522, TC: 42, AC: 3               
RB: 30315, SB: 195383522, TC: 42, AC: 3               
RB: 30315, SB: 195384175, TC: 41, AC: 3               
RB: 30315, SB: 195384175, TC: 41, AC: 1               
RB: 30315, SB: 195384175, TC: 41, AC: 0               
RB: 30315, SB: 195384175, TC: 41, AC: 0               
RB: 30315, SB: 195384175, TC: 41, AC: 0               
RB: 30315, SB: 195384175, TC: 41, AC: 4294967295               
RB: 30315, SB: 195384175, TC: 42, AC: 0               
RB: 31097, SB: 195401643, TC: 42, AC: 1               
RB: 31097, SB: 195401643, TC: 42, AC: 1               
RB: 31097, SB: 195401643, TC: 42, AC: 1               
RB: 31097, SB: 195401643, TC: 42, AC: 1               
RB: 31097, SB: 195401643, TC: 42, AC: 1               
RB: 31097, SB: 195401643, TC: 42, AC: 1               
RB: 31097, SB: 195401643, TC: 42, AC: 1               
RB: 31097, SB: 195401643, TC: 42, AC: 0               
RB: 31097, SB: 195401643, TC: 43, AC: 1               
RB: 31097, SB: 195401643, TC: 43, AC: 1               
RB: 31097, SB: 195401643, TC: 43, AC: 0               
RB: 31097, SB: 195401643, TC: 44, AC: 1               
RB: 34151, SB: 196013705, TC: 46, AC: 5               
RB: 34151, SB: 196013705, TC: 46, AC: 5               
RB: 34151, SB: 196013705, TC: 46, AC: 4               
RB: 34151, SB: 196013705, TC: 47, AC: 5               
RB: 34151, SB: 196013705, TC: 47, AC: 5               
RB: 35001, SB: 199362781, TC: 47, AC: 6               
RB: 35001, SB: 199362781, TC: 47, AC: 6               
RB: 35001, SB: 199362781, TC: 47, AC: 5               
RB: 35001, SB: 199362781, TC: 48, AC: 6               
RB: 35001, SB: 199362781, TC: 48, AC: 5               
RB: 35001, SB: 199362781, TC: 49, AC: 6               
RB: 35001, SB: 200936800, TC: 47, AC: 5               
RB: 35001, SB: 200936800, TC: 47, AC: 2               
RB: 35001, SB: 200936800, TC: 47, AC: 0               
RB: 35001, SB: 200936800, TC: 47, AC: 0               
RB: 35729, SB: 200936800, TC: 48, AC: 1               
RB: 35729, SB: 200936800, TC: 48, AC: 1               
RB: 35729, SB: 200936800, TC: 48, AC: 0               
RB: 35729, SB: 200936800, TC: 49, AC: 1               
RB: 35729, SB: 202942316, TC: 48, AC: 1               
RB: 35729, SB: 202942316, TC: 48, AC: 1               
RB: 35729, SB: 202942316, TC: 48, AC: 1               
RB: 35729, SB: 202942316, TC: 48, AC: 1               
RB: 35729, SB: 202942316, TC: 48, AC: 0               
RB: 35729, SB: 202942316, TC: 49, AC: 1               
RB: 37216, SB: 203001272, TC: 50, AC: 3               
RB: 37216, SB: 203001272, TC: 50, AC: 3               
RB: 37216, SB: 203001272, TC: 50, AC: 2               
RB: 37216, SB: 203001272, TC: 51, AC: 3               
RB: 37216, SB: 203287415, TC: 50, AC: 3               
RB: 37216, SB: 203287415, TC: 50, AC: 1               
RB: 37216, SB: 203287415, TC: 50, AC: 0               
RB: 37216, SB: 203287415, TC: 50, AC: 0               
RB: 37216, SB: 203287415, TC: 50, AC: 0               
RB: 37943, SB: 204663875, TC: 51, AC: 1               
RB: 37943, SB: 204663875, TC: 51, AC: 0               
RB: 37943, SB: 204663875, TC: 52, AC: 1               
RB: 37943, SB: 206756267, TC: 51, AC: 1               
RB: 37943, SB: 206756267, TC: 51, AC: 0               
RB: 37943, SB: 206756267, TC: 51, AC: 0               
RB: 37943, SB: 206756267, TC: 51, AC: 0               
RB: 37943, SB: 206756267, TC: 51, AC: 4294967295               
RB: 37943, SB: 206756267, TC: 52, AC: 0               
RB: 38691, SB: 206773735, TC: 52, AC: 1               
RB: 38691, SB: 206773735, TC: 52, AC: 1               
RB: 38691, SB: 206773735, TC: 52, AC: 1               
RB: 38691, SB: 206773735, TC: 52, AC: 0               
RB: 38691, SB: 206773735, TC: 53, AC: 1               
RB: 39473, SB: 206791203, TC: 53, AC: 2               
RB: 39473, SB: 206791203, TC: 53, AC: 2               
RB: 39473, SB: 206791203, TC: 53, AC: 2               
RB: 39473, SB: 206791203, TC: 53, AC: 2               
RB: 39473, SB: 206791203, TC: 53, AC: 2               
RB: 39473, SB: 206791203, TC: 53, AC: 2               
RB: 39473, SB: 206791203, TC: 53, AC: 2               
RB: 39473, SB: 206791203, TC: 53, AC: 1               
RB: 39473, SB: 206791203, TC: 54, AC: 2               
RB: 39473, SB: 206791203, TC: 54, AC: 2               
RB: 39473, SB: 206791203, TC: 54, AC: 1               
RB: 39473, SB: 206791203, TC: 55, AC: 2               
RB: 39473, SB: 206791203, TC: 55, AC: 2               
RB: 42527, SB: 207759893, TC: 57, AC: 6               
RB: 42527, SB: 207759893, TC: 57, AC: 5               
RB: 42527, SB: 207759893, TC: 58, AC: 6               
RB: 42527, SB: 207759893, TC: 58, AC: 6               
RB: 43377, SB: 211342165, TC: 58, AC: 6               
RB: 43377, SB: 211342165, TC: 58, AC: 6               
RB: 43377, SB: 211342165, TC: 58, AC: 5               
RB: 43377, SB: 211342165, TC: 59, AC: 6               
RB: 43377, SB: 211342165, TC: 59, AC: 5               
RB: 43377, SB: 211342165, TC: 60, AC: 6               
RB: 43377, SB: 212326360, TC: 58, AC: 6               
RB: 43377, SB: 212326360, TC: 58, AC: 3               
RB: 43377, SB: 212326360, TC: 58, AC: 0               
RB: 43377, SB: 212326360, TC: 58, AC: 0               
RB: 44105, SB: 212326360, TC: 59, AC: 1               
RB: 44105, SB: 212326360, TC: 59, AC: 1               
RB: 44105, SB: 212326360, TC: 59, AC: 0               
RB: 44105, SB: 212326360, TC: 60, AC: 1               
RB: 44105, SB: 214331876, TC: 59, AC: 1               
RB: 44105, SB: 214331876, TC: 59, AC: 1               
RB: 44105, SB: 214331876, TC: 59, AC: 1               
RB: 44105, SB: 214331876, TC: 59, AC: 0               
RB: 44105, SB: 214331876, TC: 60, AC: 1               
RB: 44105, SB: 214331876, TC: 60, AC: 1               
RB: 45592, SB: 214390832, TC: 61, AC: 3               
RB: 45592, SB: 214390832, TC: 61, AC: 3               
RB: 45592, SB: 214390832, TC: 61, AC: 2               
RB: 45592, SB: 214390832, TC: 62, AC: 3               
RB: 45592, SB: 214676975, TC: 61, AC: 3               
RB: 45592, SB: 214676975, TC: 61, AC: 1               
RB: 45592, SB: 214676975, TC: 61, AC: 0               
RB: 45592, SB: 214676975, TC: 61, AC: 0               
RB: 45592, SB: 214676975, TC: 61, AC: 0               
RB: 46319, SB: 216217275, TC: 62, AC: 1               
RB: 46319, SB: 216217275, TC: 62, AC: 0               
RB: 46319, SB: 216217275, TC: 63, AC: 1               
RB: 46319, SB: 218145827, TC: 62, AC: 1               
RB: 46319, SB: 218145827, TC: 62, AC: 0               
RB: 46319, SB: 218145827, TC: 62, AC: 0               
RB: 46319, SB: 218145827, TC: 62, AC: 0               
RB: 46933, SB: 218588401, TC: 63, AC: 1               
RB: 46933, SB: 221095153, TC: 63, AC: 1               
RB: 46933, SB: 223257841, TC: 63, AC: 1               
RB: 46933, SB: 225617137, TC: 63, AC: 1               
RB: 46933, SB: 227976433, TC: 63, AC: 1               
RB: 46933, SB: 230237425, TC: 63, AC: 1               
RB: 46933, SB: 232563953, TC: 63, AC: 1               
RB: 46933, SB: 234956017, TC: 63, AC: 1               
RB: 46933, SB: 237380849, TC: 63, AC: 1               
RB: 46933, SB: 238167281, TC: 63, AC: 1               
RB: 46933, SB: 241116401, TC: 63, AC: 1               
RB: 46933, SB: 244196593, TC: 63, AC: 1               
RB: 46933, SB: 245638385, TC: 63, AC: 1               
RB: 46933, SB: 248816881, TC: 63, AC: 1               
RB: 46933, SB: 250258673, TC: 63, AC: 1               
RB: 46933, SB: 252552433, TC: 63, AC: 1               
RB: 46933, SB: 254223601, TC: 63, AC: 1               
RB: 46933, SB: 254223601, TC: 63, AC: 1               
RB: 47644, SB: 256124145, TC: 64, AC: 2               
RB: 47644, SB: 256124145, TC: 64, AC: 2               
RB: 47644, SB: 256124145, TC: 64, AC: 1               
RB: 47644, SB: 256124145, TC: 65, AC: 2               
RB: 47644, SB: 256124145, TC: 65, AC: 2               
RB: 47644, SB: 256124145, TC: 65, AC: 2               
RB: 47644, SB: 256124145, TC: 65, AC: 2               
RB: 47644, SB: 256124145, TC: 65, AC: 2               
RB: 47644, SB: 256124145, TC: 65, AC: 2               
RB: 48430, SB: 258001401, TC: 68, AC: 6               
RB: 50698, SB: 258165241, TC: 68, AC: 6               
RB: 50698, SB: 258165241, TC: 68, AC: 6               
RB: 50698, SB: 258165241, TC: 69, AC: 7               
RB: 50698, SB: 258165241, TC: 69, AC: 6               
RB: 50698, SB: 258165241, TC: 70, AC: 7               
RB: 50698, SB: 258165241, TC: 70, AC: 7               
RB: 50698, SB: 258165241, TC: 70, AC: 6               
RB: 50698, SB: 258165241, TC: 71, AC: 7               
RB: 50698, SB: 258165241, TC: 71, AC: 7               
RB: 50698, SB: 258165241, TC: 71, AC: 6               
RB: 50698, SB: 258165241, TC: 72, AC: 7               
RB: 50698, SB: 258165241, TC: 72, AC: 7               
RB: 50698, SB: 258165241, TC: 72, AC: 6               
RB: 50698, SB: 258165241, TC: 73, AC: 7               
RB: 50698, SB: 258165241, TC: 73, AC: 7               
RB: 50698, SB: 258165241, TC: 73, AC: 6               
RB: 50698, SB: 258165241, TC: 74, AC: 7               
RB: 50698, SB: 258165241, TC: 74, AC: 7               
RB: 50698, SB: 258165241, TC: 74, AC: 7               
RB: 50698, SB: 258165241, TC: 74, AC: 7               
RB: 50698, SB: 258165241, TC: 74, AC: 7               
RB: 50698, SB: 258165241, TC: 74, AC: 7               
RB: 50698, SB: 258165241, TC: 74, AC: 7               
RB: 50698, SB: 258165241, TC: 74, AC: 6               
RB: 50698, SB: 258165241, TC: 75, AC: 7               
RB: 52158, SB: 260688329, TC: 74, AC: 11               
RB: 55313, SB: 261110217, TC: 74, AC: 11               
RB: 55313, SB: 261110217, TC: 74, AC: 10               
RB: 55313, SB: 261110217, TC: 75, AC: 11               
RB: 55313, SB: 261110217, TC: 75, AC: 11               
RB: 55313, SB: 261110217, TC: 75, AC: 10               
RB: 55313, SB: 261110217, TC: 76, AC: 11               
RB: 55313, SB: 261110217, TC: 76, AC: 11               
RB: 55313, SB: 261110217, TC: 76, AC: 10               
RB: 55313, SB: 261110217, TC: 77, AC: 11               
